AMC_ID,MF_ID,MF_NAME
27,192,Franklin FMCG Fund - Growth
27,14050,Franklin India Arbitrage Fund
27,13109,Franklin India Balanced Advantage Fund
27,8278,Franklin India Banking & PSU Debt Fund
27,187,Franklin India Bluechip Fund
27,195,Franklin India Corporate Debt Fund
27,5858,Franklin India Credit Risk Fund (No. of segregated portfolios-3)
27,399,Franklin India Debt Hybrid Fund
27,176,Franklin India Dynamic Accrual Fund (No. of segregated portfolios- 3)
27,934,Franklin India Dynamic Asset Allocation Fund of Funds
27,194,Franklin India ELSS Tax Saver Fund
27,1327,Franklin India Equity Advantage Fund
27,198,Franklin India Equity Hybrid Fund
27,171,Franklin India Equity Hybrid Fund (Franklin India Balanced Fund)
27,11393,Franklin India Equity Savings Fund
27,6056,Franklin India Feeder - Franklin U. S. Opportunities Fund
27,8364,Franklin India Feeder - Templeton European Opportunities Fund
27,10779,Franklin India Fixed Maturity Plans - Series 1 - Plan A (1108 days)
27,10831,Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days)
27,10866,Franklin India Fixed Maturity Plans - Series 1 - Plan C (1104 days)
27,11449,Franklin India Fixed Maturity Plans - Series 4 Plan D (1098 days)
27,11626,Franklin India Fixed Maturity Plans - Series 5- Plan B (1244 days)
27,11739,Franklin India Fixed Maturity Plans - Series 5- Plan E (1224 days)
27,11848,Franklin India Fixed Maturity Plans - Series 6 Plan C (1169 days)
27,11206,Franklin India Fixed Maturity Plans -series 3- Plan E (1104) days
27,11429,Franklin India Fixed Maturity Plans -Series 4-Plan C (1098 days)
27,11550,Franklin India Fixed Maturity Plans -Series 5 Plan A (1273 days)
27,11359,Franklin India Fixed Maturity Plans Series 4- Plan B (1098 days)
27,11998,Franklin India Fixed Maturity Plans Series 6 Plan D (1097 days)
27,10965,Franklin India Fixed Maturity Plans- Series 2 - Plan A(1224 days)
27,10985,Franklin India Fixed Maturity Plans- Series 2 - Plan B(1224 days)
27,10991,Franklin India Fixed Maturity Plans- Series 2 - Plan C(1205 days)
27,11058,Franklin India Fixed Maturity Plans- Series 3 - Plan A(1157 days)
27,11081,Franklin India Fixed Maturity Plans- Series 3 - Plan B(1139 days)
27,11090,Franklin India Fixed Maturity Plans- Series 3 - Plan C(1132 days)
27,11125,Franklin India Fixed Maturity Plans- Series 3 - Plan D(1132 days)
27,11275,Franklin India Fixed Maturity Plans- Series 3- Plan F (1098 days)
27,11522,Franklin India Fixed Maturity Plans- Series 4 Plan F (1286 days)
27,11316,Franklin India Fixed Maturity Plans- Series 4- Plan A (1098 days)
27,11486,Franklin India Fixed Maturity Plans- Series 4- Plan E (1098 days)
27,11715,Franklin India Fixed Maturity Plans- Series 5 Plan D (1238 days)
27,11792,Franklin India Fixed Maturity Plans- Series 5 Plan F (1203 days)
27,11674,Franklin India Fixed Maturity Plans- Series 5- Plan C (1259 days)
27,4566,Franklin India Fixed Tenure Fund - Series XII - Plan C (5 Year Plan)
27,6055,Franklin India Fixed Tenure Fund - Series XVI
27,6608,Franklin India Fixed Tenure Fund - Series XVII (FTFTF - XVII)
27,189,Franklin India Flexi Cap Fund
27,463,Franklin India Floating Rate Fund
27,2544,Franklin India Focused Equity Fund
27,174,Franklin India Government Securities Fund
27,172,Franklin India Growth Fund
27,4434,Franklin India Income Opportunities Fund (no. of segregated portfolios- 2)
27,1107,Franklin India Index Fund - BSE Plan
27,444,Franklin India Index Tax Fund
27,733,Franklin India International Fund
27,11689,Franklin India Life Stage Fund of Funds - 20s Plan
27,11690,Franklin India Life stage Fund of Funds - 30s Plan
27,11691,Franklin India Life Stage Fund of Funds - 40s Plan
27,11693,Franklin India Life Stage Fund of Funds - 50s plus Floating Rate Plan
27,11692,Franklin India Life Stage Fund of Funds - 50s plus plan
27,995,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 30S PLAN (D)
27,994,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 30S PLAN (G)
27,997,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 40S PLAN (G)
27,998,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 50+S PLAN (D)
27,999,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 50+S PLAN (G)
27,1199,Franklin India Life Stage Fund of Funds - The 50s Plus Flo (Gro)
27,1198,Franklin India Life Stage Fund of Funds The 50s Plus Flo (Div)
27,197,Franklin India Liquid Fund
27,1160,Franklin India Liquid Fund- Institution
27,14068,Franklin India Long Duration Fund
27,178,Franklin India Low Duration Fund (No. of Segregated Portfolios-2)
27,441,Franklin India Maxima Fund
27,13993,Franklin India Medium to Long Duration Fund
27,556,Franklin India Money Market Fund
27,8991,Franklin India Multi - Asset Solution Fund of Funds
27,13955,Franklin India Multi Cap Fund
27,173,Franklin India NSE Nifty 50 Index Fund
27,193,Franklin India Opportunities Fund
27,11947,Franklin India Overnight Fund
27,196,Franklin India Pension Plan
27,188,Franklin India Prima Fund
27,566,Franklin India Short-Term Income Plan (no. of segregated portfolios- 3)
27,1561,Franklin India Smaller Companies Fund
27,440,Franklin India Strategic Investment Plan
27,200,Franklin India Taxshield 95
27,201,Franklin India Taxshield 96
27,202,Franklin India Taxshield 97
27,203,Franklin India Taxshield 98
27,204,Franklin India Taxshield 99
27,190,Franklin India Technology Fund
27,3081,Franklin India Ultra Short Bond Fund (no. of segregated portfolio-1)
27,13984,Franklin India Ultra Short Duration Fund
27,1079,Franklin Pharma Fund - Dividend
27,364,Franklin Pharma Fund - Growth
27,2447,Franklin Templeton Capital Protection Oriented Fund (FTCPOF)
27,1969,Franklin Templeton Capital Safety Fund
27,5127,Franklin Templeton Fixed Tenure Fund (FTFTF) - Series XV (3 year plan)
27,3375,Franklin Templeton Fixed Tenure Fund - Series IX - Plan A
27,3376,Franklin Templeton Fixed Tenure Fund - Series IX - Plan B
27,2283,Franklin Templeton Fixed Tenure Fund - Series VII - 370 Days Plan
27,2363,Franklin Templeton Fixed Tenure Fund - Series VIII - 60 Months Plan (Plan A)
27,3693,Franklin Templeton Fixed Tenure Fund - Series X - Plan A
27,3838,Franklin Templeton Fixed Tenure Fund - Series X - Plan B
27,3694,Franklin Templeton Fixed Tenure Fund - Series X - Plan C
27,3839,Franklin Templeton Fixed Tenure Fund - Series X - Plan D
27,4387,Franklin Templeton Fixed Tenure Fund - Series XII - Plan A (3 Year Plan)
27,4408,Franklin Templeton Fixed Tenure Fund - Series XII - Plan B (3 Year)
27,4437,Franklin Templeton Fixed Tenure Fund - Series XIII - Plan A
27,4846,Franklin Templeton Fixed Tenure Fund - Series XIV - Plan B (3 year plan)
27,1408,Franklin Templeton Fixed Tenure Fund-Series I(60 Month Plan)
27,1560,Franklin Templeton Fixed Tenure Fund-Series III (36 Months)
27,1701,Franklin Templeton Fixed Tenure Fund-Series V-13 Months Plan
27,1834,Franklin Templeton Fixed Tenure Fund-Series VI (60 Months Plan)
27,4683,Franklin Templeton Fixed Tenure Fund-Series XIV-Plan A(3 year plan)
27,1487,Franklin Templeton Fixed Tenure Fund-SeriesII (60MonthsPlan)
27,1689,Franklin Templeton Fixed Tenure Fund-SeriesIV(60MonthsPlan)
27,1093,FT INDIA  AA PURE GROWTH (D)
27,1092,FT INDIA  AA PURE GROWTH (G)
27,1097,FT INDIA AA BALANCED GROWTH (D)
27,1096,FT INDIA AA BALANCED GROWTH (G)
27,1099,FT INDIA AA CONSERVATIVE GROWTH (D)
27,1098,FT INDIA AA CONSERVATIVE GROWTH (G)
27,1101,FT INDIA AA INFLATION HEDGE (D)
27,1100,FT INDIA AA INFLATION HEDGE (G)
27,1095,FT INDIA AA STEADY GROWTH (D)
27,1094,FT INDIA AA STEADY GROWTH (G)
27,549,FT India Gilt Fund
27,1089,FT INDIA PE RATIO FUND (D)
27,604,FT India PE Ratio Fund (G)
27,2179,Templeton Fixed Horizon Fund - 3 Months Plan
27,2307,Templeton Fixed Horizon Fund - 3 Months Plan - Series II
27,2247,Templeton Fixed Horizon Fund - Series I - 13 Months Plan
27,2138,Templeton Fixed Horizon Fund - Series I - 15 Months Plan
27,2530,Templeton Fixed Horizon Fund - Series II - Plan A
27,2612,Templeton Fixed Horizon Fund - Series II - Plan B
27,2657,Templeton Fixed Horizon Fund - Series II - Plan C
27,2848,Templeton Fixed Horizon Fund - Series II - Plan D
27,2663,Templeton Fixed Horizon Fund - Series III - Plan A
27,2664,Templeton Fixed Horizon Fund - Series IV - Plan A
27,3720,Templeton Fixed Horizon Fund - Series IX - Plan A
27,3741,Templeton Fixed Horizon Fund - Series IX - Plan B
27,3768,Templeton Fixed Horizon Fund - Series IX - Plan C
27,3793,Templeton Fixed Horizon Fund - Series IX - Plan D
27,3819,Templeton Fixed Horizon Fund - Series IX - Plan E
27,3231,Templeton Fixed Horizon Fund - Series VII - Plan A
27,3232,Templeton Fixed Horizon Fund - Series VII - Plan B
27,3275,Templeton Fixed Horizon Fund - Series VII - Plan C
27,3306,Templeton Fixed Horizon Fund - Series VII - Plan D
27,3399,Templeton Fixed Horizon Fund - Series VIII - Plan A
27,3418,Templeton Fixed Horizon Fund - Series VIII - Plan B
27,3419,Templeton Fixed Horizon Fund - Series VIII - Plan C
27,3437,Templeton Fixed Horizon Fund - Series VIII - Plan D
27,3659,Templeton Fixed Horizon Fund - Series VIII - Plan E
27,3691,Templeton Fixed Horizon Fund - Series VIII - Plan F
27,3820,Templeton Fixed Horizon Fund - Series X
27,4048,Templeton Fixed Horizon Fund - Series X - Plan D
27,3999,Templeton Fixed Horizon Fund - Series XI - (Plan A) - 6 Months Plan
27,3886,Templeton Fixed Horizon Fund - Series XI - Plan B (367 days plan)
27,3962,Templeton Fixed Horizon Fund - Series XI - Plan C (367 days plan)
27,4073,Templeton Fixed Horizon Fund - Series XI - Plan D (367 days plan)
27,3945,Templeton Fixed Horizon Fund - Series XI - Plan G - 19 Months Plan
27,4000,Templeton Fixed Horizon Fund - Series XI - Plan H - 19 Months Plan
27,3870,Templeton Fixed Horizon Fund - X - Plan B - 3 Months Plan
27,3946,Templeton Fixed Horizon Fund - X - Plan C - 3 Months Plan
27,4072,Templeton Fixed Horizon Fund - X - Plan E - 3 Months Plan
27,199,Templeton India Children's Asset Plan-Education Plan
27,1723,Templeton India Equity Income Fund
27,177,Templeton India Liquid Fund
27,206,Templeton India Money Market Account
27,175,Templeton India Value Fund
27,2424,Templeton Quarterly Interval Plan - Plan A
27,2502,Templeton Quarterly Interval Plan - Plan B
27,2644,Templeton Quarterly Interval Plan - Plan C
8,1514,CAN D MAT
8,5195,Canara Capital Protection Oriented Fund- Series 1- 36 Months (Plan A)
8,13939,Canara Robeco Balanced Advantage Fund
8,13116,Canara Robeco Banking and PSU Debt Fund
8,4778,Canara Robeco Bluechip Equity Fund
8,11780,Canara Robeco Capital Protection Oriented Fund - Series 10
8,9148,Canara Robeco Capital Protection Oriented Fund - Series 4
8,9203,Canara Robeco Capital Protection oriented Fund - Series 5
8,9467,Canara Robeco Capital Protection Oriented Fund - Series 6
8,10494,Canara Robeco Capital Protection Oriented Fund - Series 7
8,8624,Canara Robeco Capital Protection Oriented Fund Series 3
8,7553,Canara Robeco Capital Protection Oriented Fund- Series 2 (Plan A)
8,10826,Canara Robeco Capital Protection Oriented Fund- Series 8
8,11028,Canara Robeco Capital Protection Oriented Fund- Series 9
8,233,Canara Robeco Conservative Hybrid Fund
8,4389,Canara Robeco Consumer Trends Fund
8,7848,Canara Robeco Corporate Bond Fund
8,11213,Canara Robeco Dual Advantage Fund Series 1
8,4354,Canara Robeco Dynamic Bond Fund
8,224,Canara Robeco ELSS Tax Saver
8,1344,Canara Robeco Emerging Equities
8,1512,Canara Robeco Equity Hybrid Fund
8,221,Canara Robeco Expo
8,3746,Canara Robeco Fixed Maturity Plan - Series 2 -14 months
8,3708,Canara Robeco Fixed Maturity Plan - Series 3 (Quarterly Plan - 1)
8,3754,Canara Robeco Fixed Maturity Plan - Series 3 (Quarterly Plan - 2)
8,3773,Canara Robeco Fixed Maturity Plan - Series 3 (Quarterly Plan - 3)
8,3822,Canara Robeco Fixed Maturity Plan - Series 3 (Quarterly Plan - 4)
8,3845,Canara Robeco Fixed Maturity Plan - Series 3 (Quarterly Plan - 5)
8,4050,Canara Robeco Fixed Maturity Plan - Series 4 (Quarterly Plan - 1)
8,4083,Canara Robeco Fixed Maturity Plan - Series 4 (Quarterly Plan - 2)
8,4100,Canara Robeco Fixed Maturity Plan - Series 4 (Quarterly Plan - 3)
8,4236,Canara Robeco Fixed Maturity Plan - Series 4 (Quarterly Plan - 4)
8,4624,Canara Robeco Fixed Maturity Plan - Series 5 - 13 Months (Plan A)
8,4653,Canara Robeco Fixed Maturity Plan - Series 5 - 13 Months (Plan B)
8,5255,Canara Robeco Fixed Maturity Plan - Series 6 - 13 Months (Plan A)
8,5346,Canara Robeco Fixed Maturity Plan - Series 6 - 13 Months (Plan B)
8,5154,Canara Robeco Fixed Maturity Plan - Series 6 - 14 Months (Plan A)
8,6275,Canara Robeco Fixed Maturity Plan - Series 7- (Plan A)
8,6294,Canara Robeco Fixed Maturity Plan - Series 7- (Plan B)
8,2382,Canara Robeco Fixed Maturity Plan 13M SR1
8,11528,Canara Robeco Fixed Maturity Plan Series 8
8,4084,CANARA ROBECO FIXED MATURITY PLAN- Series 4 (19 months Plan)
8,3338,CANARA ROBECO FIXED MATURITY PLAN-2(13 Months Series)
8,916,Canara Robeco Flexi Cap Fund
8,12227,Canara Robeco Focused Equity Fund
8,1513,Canara Robeco Fortune '94
8,229,Canara Robeco Gilt 1988
8,5206,Canara Robeco Gilt Advantage Fund
8,228,Canara Robeco Gilt Fund
8,6242,Canara Robeco Gold Exchange Traded Fund
8,6445,Canara Robeco Gold Savings Fund
8,696,Canara Robeco Income Fund
8,8986,Canara Robeco India Opportunities
8,9180,Canara Robeco India Opportunities - Series 2
8,4736,Canara Robeco InDiGo Fund
8,1582,Canara Robeco Infrastructure
8,3965,Canara Robeco Interval Scheme - Series 2 (Quarterly Plan 2)
8,3135,Canara Robeco Interval Scheme- Monthly Interval Fund
8,3136,Canara Robeco Interval Scheme- Quarterly Interval Fund
8,3904,Canara Robeco Interval Scheme- Series2 (Quarterly Plan1)
8,558,Canara Robeco Liquid Fund
8,13873,Canara Robeco Manufacturing Fund
8,13204,Canara Robeco Mid Cap Fund
8,13669,Canara Robeco Multi Cap Fund
8,2174,Canara Robeco Multicap
8,1273,Canara Robeco Nifty Index
8,12000,Canara Robeco Overnight Fund
8,1343,Canara Robeco Savings Fund
8,5380,Canara Robeco Short Duration Fund
8,4336,Canara Robeco Short Term Fund
8,11752,Canara Robeco Small Cap Fund
8,2747,Canara Robeco Ultra Short Term Fund
8,12275,Canara Robeco Value Fund
8,2524,Canfixed Maturity Plan - Series 3 M-SRI
8,2687,CanFixed Maturity Plan Series 1M SRII
8,1515,CANGROWTH PLUS
49,10570,Benchmark Fund of Funds
49,10572,Benchmark Split Capital Fund - Balanced
49,10586,CPSE ETF
49,10577,Goldman Sachs CNX 500 Fund
49,10573,Goldman Sachs Derivative Fund - Dividend Plan
49,10571,Goldman Sachs Derivative Fund - Growth Plan
49,10575,Goldman Sachs Equity & Derivatives Opportunities Fund
49,10584,Goldman Sachs India Equity Fund - Direct Plan -Dividend Option
49,10585,Goldman Sachs India Equity Fund - Direct Plan -Growth Option
49,10582,Goldman Sachs India Equity Fund - Dividend Plan
49,10583,Goldman Sachs India Equity Fund - Growth Plan
49,10580,Goldman Sachs Short Term Fund
49,14118,Nippon India Active Momentum Fund
49,4828,Nippon India Arbitrage Fund
49,12187,Nippon India Asset Allocator FoF
49,1285,Nippon India Balanced Advantage Fund
49,852,Nippon India Banking & Financial Services Fund
49,9268,Nippon India Banking & PSU Debt Fund
49,10944,Nippon India Capital Builder Fund IV - Series B
49,10938,Nippon India Capital Builder Fund IV- Series A
49,10966,Nippon India Capital Builder Fund IV- Series C
49,10992,Nippon India Capital Builder Fund IV- Series D
49,12100,Nippon India Capital Protection Oriented Fund II - Plan A
49,1260,Nippon India Consumption Fund
49,351,Nippon India Corporate Bond Fund
49,4681,Nippon India Credit Risk Fund (Number of Segregated Portfolios- 2)
49,14035,Nippon India CRISIL - IBX AAA Financial Services - Dec 2026 Index Fund
49,14036,Nippon India CRISIL - IBX AAA Financial Services - Jan 2028 Index Fund
49,10416,Nippon India Dual Advantage Fixed Tenure Fund IX- Plan D
49,10463,Nippon India Dual Advantage Fixed Tenure Fund IX- Plan E
49,10470,Nippon India Dual Advantage Fixed Tenure Fund IX- Plan F
49,10560,Nippon India Dual Advantage Fixed Tenure Fund X- Plan A
49,10595,Nippon India Dual Advantage Fixed Tenure Fund X- Plan B
49,10667,Nippon India Dual Advantage Fixed Tenure Fund X- Plan C
49,10670,Nippon India Dual Advantage Fixed Tenure Fund X- Plan D
49,10672,Nippon India Dual Advantage Fixed Tenure Fund X- Plan E
49,10686,Nippon India Dual Advantage Fixed Tenure Fund X- Plan F
49,10800,Nippon India Dual Advantage Fixed Tenure Fund XI- Plan A
49,10847,Nippon India Dual Advantage Fixed Tenure Fund- XI- Plan B
49,10881,Nippon India Dual Advantege Fixed Tenure Fund XI- Plan C
49,10905,Nippon India Dual Advantege Fixed Tenure Fund XI- Plan D
49,10925,Nippon India Dual Advantege Fixed Tenure Fund XI- Plan E
49,10983,Nippon India Dual Advantege Fixed Tenure Fund XII- Plan A
49,1286,Nippon India Dynamic Bond Fund
49,1486,Nippon India ELSS Tax Saver Fund
49,4680,Nippon India Equity Hybrid Fund (Number of Segregated Portfolios - 2)
49,9276,Nippon India Equity Savings Fund (Number of Segregated Portfolios - 2)
49,8676,Nippon India ETF BSE Sensex
49,12008,Nippon India ETF BSE Sensex Next 50
49,10574,Nippon India ETF Gold BeES
49,10579,Nippon India ETF Hang Seng BeES
49,6854,Nippon India ETF Nifty 100
49,10568,Nippon India ETF Nifty 1D Rate Liquid BeES
49,12215,Nippon India ETF Nifty 5 yr Benchmark G-Sec
49,10566,Nippon India ETF Nifty 50 BeES
49,10578,Nippon India ETF Nifty 50 Shariah BeES
49,9311,Nippon India ETF Nifty 50 Value 20
49,10449,Nippon India ETF Nifty 8-13 yr G-Sec Long Term Gilt
49,10569,Nippon India ETF Nifty Bank BeES
49,12167,Nippon India ETF Nifty CPSE Bond Plus SDL Sep2024 50:50
49,8211,Nippon India ETF Nifty Dividend Opportunities 50
49,8153,Nippon India ETF Nifty India Consumption
49,10581,Nippon India ETF Nifty Infrastructure BeES
49,12126,Nippon India ETF Nifty IT
49,11772,Nippon India ETF Nifty Midcap 150
49,10567,Nippon India ETF Nifty Next 50 Junior BeES
49,10576,Nippon India ETF Nifty PSU Bank BeES
49,12213,Nippon India ETF Nifty SDL Apr 2026 Top 20 Equal Weight
49,11849,Nippon India Fixed Horizon Fund - XLI - Series 1
49,11971,Nippon India Fixed Horizon Fund - XLI - Series 10
49,11972,Nippon India Fixed Horizon Fund - XLI - Series 11
49,11984,Nippon India Fixed Horizon Fund - XLI - Series 12
49,11883,Nippon India Fixed Horizon Fund - XLI - Series 4
49,11926,Nippon India Fixed Horizon Fund - XLI - Series 8
49,12074,Nippon India Fixed Horizon Fund - XLII - Series 1
49,12078,Nippon India Fixed Horizon Fund - XLII - Series 2
49,12080,Nippon India Fixed Horizon Fund - XLII - Series 3
49,12099,Nippon India Fixed Horizon Fund - XLII - Series 4
49,12111,Nippon India Fixed Horizon Fund - XLII - Series 5
49,12115,Nippon India Fixed Horizon Fund - XLII - Series 6
49,12168,Nippon India Fixed Horizon Fund - XLII - Series 7
49,12286,Nippon India Fixed Horizon Fund - XLIII - Series 1
49,12295,Nippon India Fixed Horizon Fund - XLIII - Series 2
49,12311,Nippon India Fixed Horizon Fund - XLIII - Series 3
49,12697,Nippon India Fixed Horizon Fund - XLIII - Series 4
49,12733,Nippon India Fixed Horizon Fund - XLIII - Series 5
49,13153,Nippon India Fixed Horizon Fund - XLIV - Series 1
49,13227,Nippon India Fixed Horizon Fund - XLIV - Series 2
49,13231,Nippon India Fixed Horizon Fund - XLIV - Series 3
49,13233,Nippon India Fixed Horizon Fund - XLIV - Series 4
49,13235,Nippon India Fixed Horizon Fund - XLIV - Series 5
49,13579,Nippon India Fixed Horizon Fund - XLV - Series 1
49,13621,Nippon India Fixed Horizon Fund - XLV - Series 2
49,13622,Nippon India Fixed Horizon Fund - XLV - Series 3
49,13623,Nippon India Fixed Horizon Fund - XLV - Series 4
49,13633,Nippon India Fixed Horizon Fund - XLV - Series 5
49,7813,Nippon India Fixed Horizon Fund - XXV - Series 15
49,11625,Nippon India Fixed Horizon Fund - XXXIX- Series 15
49,11638,Nippon India Fixed Horizon Fund - XXXX - Series 1
49,11735,Nippon India Fixed Horizon Fund - XXXX - Series 11
49,11737,Nippon India Fixed Horizon Fund - XXXX - Series 12
49,11759,Nippon India Fixed Horizon Fund - XXXX - Series 14
49,11779,Nippon India Fixed Horizon Fund - XXXX - Series 15
49,11785,Nippon India Fixed Horizon Fund - XXXX - Series 16
49,11812,Nippon India Fixed Horizon Fund - XXXX - Series 17
49,11833,Nippon India Fixed Horizon Fund - XXXX - Series 19
49,11639,Nippon India Fixed Horizon Fund - XXXX - Series 2
49,11640,Nippon India Fixed Horizon Fund - XXXX - Series 3
49,11650,Nippon India Fixed Horizon Fund - XXXX - Series 4
49,11670,Nippon India Fixed Horizon Fund - XXXX - Series 5
49,11676,Nippon India Fixed Horizon Fund - XXXX - Series 6
49,11703,Nippon India Fixed Horizon Fund - XXXX - Series 7
49,11712,Nippon India Fixed Horizon Fund - XXXX - Series 8
49,10497,Nippon India Fixed Horizon Fund XXXI Series 9
49,10522,Nippon India Fixed Horizon Fund XXXI- Series 13
49,10543,Nippon India Fixed Horizon Fund XXXI- Series 15
49,10480,Nippon India Fixed Horizon Fund XXXI- Series 8
49,10596,Nippon India Fixed Horizon Fund XXXII- Series 1
49,10703,Nippon India Fixed Horizon Fund XXXII- Series 10
49,10597,Nippon India Fixed Horizon Fund XXXII- Series 2
49,10599,Nippon India Fixed Horizon Fund XXXII- Series 4
49,10669,Nippon India Fixed Horizon Fund XXXII- Series 5
49,10685,Nippon India Fixed Horizon Fund XXXII- Series 7
49,10689,Nippon India Fixed Horizon Fund XXXII- Series 8
49,10695,Nippon India Fixed Horizon Fund XXXII- Series 9
49,10727,Nippon India Fixed Horizon Fund XXXIII- Series 1
49,10805,Nippon India Fixed Horizon Fund XXXIII- Series 10
49,10728,Nippon India Fixed Horizon Fund XXXIII- Series 2
49,10747,Nippon India Fixed Horizon Fund XXXIII- Series 3
49,10756,Nippon India Fixed Horizon Fund XXXIII- Series 4
49,10758,Nippon India Fixed Horizon Fund XXXIII- Series 5
49,10767,Nippon India Fixed Horizon Fund XXXIII- Series 6
49,10778,Nippon India Fixed Horizon Fund XXXIII- Series 7
49,10799,Nippon India Fixed Horizon Fund XXXIII- Series 8
49,10803,Nippon India Fixed Horizon Fund XXXIII- Series 9
49,10843,Nippon India Fixed Horizon Fund XXXIV- Series 1
49,10896,Nippon India Fixed Horizon Fund XXXIV- Series 10
49,10844,Nippon India Fixed Horizon Fund XXXIV- Series 2
49,10851,Nippon India Fixed Horizon Fund XXXIV- Series 3
49,10856,Nippon India Fixed Horizon Fund XXXIV- Series 4
49,10868,Nippon India Fixed Horizon Fund XXXIV- Series 6
49,10875,Nippon India Fixed Horizon Fund XXXIV- Series 7
49,10887,Nippon India Fixed Horizon Fund XXXIV- Series 8
49,10889,Nippon India Fixed Horizon Fund XXXIV- Series 9
49,11566,Nippon India Fixed Horizon Fund XXXIX - Series 14
49,11438,Nippon India Fixed Horizon Fund XXXIX- Series 1
49,11524,Nippon India Fixed Horizon Fund XXXIX- Series 11
49,11450,Nippon India Fixed Horizon Fund XXXIX- Series 2
49,11472,Nippon India Fixed Horizon Fund XXXIX- Series 4
49,11474,Nippon India Fixed Horizon Fund XXXIX- Series 5
49,11481,Nippon India Fixed Horizon Fund XXXIX- Series 6
49,11498,Nippon India Fixed Horizon Fund XXXIX- Series 8
49,11517,Nippon India Fixed Horizon Fund XXXIX- Series 9
49,10969,Nippon India Fixed Horizon Fund XXXV- Series 11
49,10986,Nippon India Fixed Horizon Fund XXXV- Series 12
49,10987,Nippon India Fixed Horizon Fund XXXV- Series 13
49,10999,Nippon India Fixed Horizon Fund XXXV- Series 14
49,11001,Nippon India Fixed Horizon Fund XXXV- Series 15
49,11002,Nippon India Fixed Horizon Fund XXXV- Series 16
49,10923,Nippon India Fixed Horizon Fund XXXV- Series 5
49,10946,Nippon India Fixed Horizon Fund XXXV- Series 6
49,10955,Nippon India Fixed Horizon Fund XXXV- Series 7
49,10963,Nippon India Fixed Horizon Fund XXXV- Series 9
49,11042,Nippon India Fixed Horizon Fund XXXVI- Series 1
49,11043,Nippon India Fixed Horizon Fund XXXVI- Series 2
49,11044,Nippon India Fixed Horizon Fund XXXVI- Series 3
49,11063,Nippon India Fixed Horizon Fund XXXVI- Series 5
49,11064,Nippon India Fixed Horizon Fund XXXVI- Series 6
49,11077,Nippon India Fixed Horizon Fund XXXVI- Series 7
49,11108,Nippon India Fixed Horizon Fund XXXVI- Series 8
49,11124,Nippon India Fixed Horizon Fund XXXVI- Series 9
49,11157,Nippon India Fixed Horizon Fund XXXVII- Series 1
49,11219,Nippon India Fixed Horizon Fund XXXVII- Series 10
49,11250,Nippon India Fixed Horizon Fund XXXVII- Series 12
49,11270,Nippon India Fixed Horizon Fund XXXVII- Series 15
49,11170,Nippon India Fixed Horizon Fund XXXVII- Series 3
49,11171,Nippon India Fixed Horizon Fund XXXVII- Series 4
49,11185,Nippon India Fixed Horizon Fund XXXVII- Series 5
49,11187,Nippon India Fixed Horizon Fund XXXVII- Series 6
49,11218,Nippon India Fixed Horizon Fund XXXVII- Series 9
49,11296,Nippon India Fixed Horizon Fund XXXVIII- Series 1
49,11375,Nippon India Fixed Horizon Fund XXXVIII- Series 10
49,11396,Nippon India Fixed Horizon Fund XXXVIII- Series 11
49,11405,Nippon India Fixed Horizon Fund XXXVIII- Series 12
49,11424,Nippon India Fixed Horizon Fund XXXVIII- Series 14
49,11304,Nippon India Fixed Horizon Fund XXXVIII- Series 2
49,11305,Nippon India Fixed Horizon Fund XXXVIII- Series 3
49,11329,Nippon India Fixed Horizon Fund XXXVIII- Series 5
49,11342,Nippon India Fixed Horizon Fund XXXVIII- Series 6
49,11355,Nippon India Fixed Horizon Fund XXXVIII- Series 7
49,13826,Nippon India Fixed Maturity Plan XLVI Series 1
49,13884,Nippon India Fixed Maturity Plan XLVI Series 2
49,13888,Nippon India Fixed Maturity Plan XLVI Series 3
49,13893,Nippon India Fixed Maturity Plan XLVI Series 4
49,13902,Nippon India Fixed Maturity Plan XLVI Series 5
49,12276,Nippon India Flexi Cap Fund
49,1237,Nippon India Floating Rate Fund
49,2061,Nippon India Focused Equity Fund
49,3848,Nippon India Gilt Securities Fund
49,5174,Nippon India Gold Savings Fund
49,139,Nippon India Growth Fund
49,1045,Nippon India Hybrid Bond Fund (Number of Segregated Portfolios - 2)
49,142,Nippon India Income Fund
49,4794,Nippon India Index Fund - BSE Sensex Plan
49,4806,Nippon India Index Fund - Nifty 50 Plan
49,11470,Nippon India India Opportunities Fund - Series A
49,13758,Nippon India Innovation Fund
49,2493,Nippon India Interval Fund Annual Interval Fund Series-I
49,11651,Nippon India Interval Fund V - Series 2
49,11554,Nippon India Interval Fund V- Series 1
49,2329,Nippon India Interval Fund-Monthly Interval Fund-Series-I
49,2389,Nippon India Interval Fund-Monthly Interval Fund-Series-II-
49,2499,Nippon India Interval Fund-Quarterly Interval Fund Serie-II
49,2403,Nippon India Interval Fund-Quarterly Interval Fund-Series-I-
49,2577,Nippon India Interval Fund-Quarterly Interval Fund-Series-III
49,8607,Nippon India Japan Equity Fund
